subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which event is fired as the mouse is moving over an element when a drag is occurring?,dragover,dragenter,dragstart,dragleave,A,"This event is fired as the mouse is moving over an element when a drag is occurring. Much of the time, the operation that occurs during a listener will be the same as the dragenter event.",medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/",
Web Technologies & Internet / PHP,"html fonts, tags and elements",The _________ event is fired on the element where the drop occurred at the end of the drag operation.,drag,drop,dragstart,dragenter,B,"The drop event is fired on the element where the drop occurred at the end of the drag operation. A listener would be responsible for retrieving the data being dragged and inserting it at the drop location. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 1
2
3
4
5
6
7
8
9

 
 
 
 
 
 
 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following property is common in all drag events?,drag effects,drag data,dataTransfer,dragenter,C,The dataTransfer property of all drag events holds data about the drag and drop operation.,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=2",
Web Technologies & Internet / PHP,"html fonts, tags and elements","_____________ in textboxes and selections on web pages is done automatically, so you do not need to handle dragging yourself.",Dragging HTML and XML,Dragging Text,Dragging Files,Dragging Links,B,"Although the process is automatic, it is recommended that you always add data of the text/plain type as a fallback for applications or drop targets that do not support other types, unless there is no logical text alternative. Always add the plain text type last as it is the least specific.",medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=2",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Calling the ______________ method during both a dragenter and dragover event will indicate that a drop is allowed at that location.,drop,drag,preventDefault,dataTransfer,C,"Calling the preventDefault method during both a dragenter and dragover event will indicate that a drop is allowed at that location. However, you will commonly wish to call the preventDefault method only in certain situations, for example, only if a link is being dragged.",medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=2",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following property is used to determine which drag operation was desired?,dragend,getData,dropEffect,captureData,C,"During the drop event, you should retrieve that data that was dropped from the event and insert it at the drop location. One can use the dropEffect property to determine which drag operation was desired.",medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=2",
Web Technologies & Internet / PHP,"html fonts, tags and elements","______________ should include data of two types; the first should be the URL using the type text/uri-list, and the second is the URL using the text/plain type.",Dragging HTML and XML,Dragging Text,Dragging Files,Dragging Links,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=2",
Web Technologies & Internet / PHP,"html fonts, tags and elements",_____________ and elements in a document may be dragged using the application/x-moz-node type.,Dragging HTML and XML,Dragging Text,Dragging Nodes,None of the mentioned,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=2",
Web Technologies & Internet / PHP,"html fonts, tags and elements","The tag which allows you to nest other HTML tags within the description 
1. <CAPTION> 
2. <TD> 
3. <TR>",Option 1,Option 2,Option 3,None of the above,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=2",
Web Technologies & Internet / PHP,"html fonts, tags and elements","The first tag inside <TABLE> tag is 
1. <HEAD> 
2. <CAPTION> 
3. <TH> 
4. <TD>",Option 1,Option 2,Option 3,Option 4,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=2",
Web Technologies & Internet / PHP,"html fonts, tags and elements","Which tag will you add to specify a font for your whole page ? 
1. <defaultfont> 
2. <targetfont> 
3. <basefont> 
4. <font>",Option 1,Option 2,Option 3,Option 4,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=2",
Web Technologies & Internet / PHP,"html fonts, tags and elements","The main container for <TR>, <TD> and <TH> is. 
1. <DATA> 
2. <GROUP> 
3. <TABLE>",Option 1,Option 2,Option 3,None of the above,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=3",
Web Technologies & Internet / PHP,"html fonts, tags and elements","The tag used for creating hypertext and hypermedia links is. 
1. <HR> 
2. <BR> 
3. <PRE> 
4. <A>",Option 1,Option 2,Option 3,Option 4,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=3",
Web Technologies & Internet / PHP,"html fonts, tags and elements","What is the correct HTML for creating a hyperlink ? 
1. <a>http://www.examveda.com</a> 
2. <a name=”http://www.examveda.com”> examveda.com</a> 
3. <a url=”http://www.examveda.com> examveda.com</a> 
4. <a href=http://www.examveda.com> examveda.com</a>",Option 1,Option 2,Option 3,Option 4,D,"The correct HTML code for creating a hyperlink uses the tag with the href attribute to specify the link destination.
 
Option 1: <a>http://www.examveda.com</a> - This is incorrect. The href attribute is missing, and the link text should be inside the tags.
 
Option 2: <a name=”http://www.examveda.com”> examveda.com</a> - This is incorrect. The name attribute is not used for hyperlinks.
 
Option 3: <a url=”http://www.examveda.com> examveda.com</a> - This is incorrect. The url attribute is not valid for hyperlinks.
 
Option 4: <a href=http://www.examveda.com> examveda.com</a> - This is the correct answer. The href attribute specifies the URL of the page the link goes to.",medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=3",
Web Technologies & Internet / PHP,"html fonts, tags and elements","Choose the correct HTML tag for the largest heading. 
1. <h1> 
2. <h2> 
3. <h4> 
4. <h6>",Option 1,Option 2,Option 3,Option 4,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=3",
Web Technologies & Internet / PHP,"html fonts, tags and elements","To created a bulleted list, use 
1. <ol> 
2. <ul> 
3. <il>",Option 1,Option 2,Option 3,None of the above,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=3",
Web Technologies & Internet / PHP,"html fonts, tags and elements",What kind of list will <ol> tags create ?,Numbered list,Bulleted list,Unordered list,None of the above,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=3",
Web Technologies & Internet / PHP,"html fonts, tags and elements","The tag which is used to establish the absolute base for relative URLs used in the documents hypertext links. 
1. <BODY> 
2. <TITLE> 
3. <BASE> 
4. <BR>",Option 1,Option 2,Option 3,Option 4,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=3",
Web Technologies & Internet / PHP,"html fonts, tags and elements","The <BASE> tag is designed to appear only between 
1. <BODY> 
2. <HEAD> 
3. <TITLE> 
4. <PRE>",Option 1,Option 2,Option 3,Option 4,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=3",
Web Technologies & Internet / PHP,"html fonts, tags and elements","HTML tags are recognized by 
1. <! 
2. <= => 
3. < >",Option 1,Option 2,Option 3,None of the above,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=3",
Web Technologies & Internet / PHP,"html fonts, tags and elements","Choose the correct HTML tag to make a text bold 
1. <bd> 
2. <bold> 
3. <bl> 
4. <b>",Option 1,Option 2,Option 3,Option 4,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=3",
Web Technologies & Internet / PHP,"html fonts, tags and elements","Which tag adds a paragraph break after the text ? 
1. <BR> 
2. <P> 
3. <PARAGRAPH> 
4. <HR>",Option 1,Option 2,Option 3,Option 4,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=4",
Web Technologies & Internet / PHP,"html fonts, tags and elements","How can you make a list that list the items with numbers ? 
1. <ul> 
2. <list> 
3. <ol>",Option 1,Option 2,Option 3,None of the above,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=4",
Web Technologies & Internet / PHP,"html fonts, tags and elements","Which tag will add rows to your tables ? 
1. <tr> and </tr> 
2. <th> and </th> 
3. <td> and </td>",Option 1,Option 2,Option 3,None of the above,A,"The tag is used to add rows to your tables in HTML.
 
Option 1: and - This is the correct answer. These tags are used to define a table row.
 
Option 2: and - This is incorrect. These tags are used to define header cells within a row.
 
Option 3: and - This is incorrect. These tags are used to define data cells within a row.
 
Option D: None of the above - This is incorrect because Option 1 correctly lists the tags for adding rows to a table.",medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=4",
