subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Python Programming,dictionary in python,"Suppose d = {""john"":40, ""peter"":45}, what happens when we try to retrieve a value using the expression d[""susan""]?","Since ""susan"" is not a value in the set, Python raises a KeyError exception","It is executed fine and no exception is raised, and it returns None","Since ""susan"" is not a key in the set, Python raises a KeyError exception","Since ""susan"" is not a key in the set, Python raises a syntax error",C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=8,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
a={}
a['a']=1
a['b']=[2,3,4]
print(a)",Exception is thrown,"{'b': [2], 'a': 1}","{'b': [2], 'a': [3]}","{'b': [2, 3, 4], 'a': 1}",D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=8,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
>>> a={'B':5,'A':9,'C':7}
>>> sorted(a)","['A','B','C']","['B','C','A']","[5,7,9]","[9,5,7]",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=8,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
>>> import collections
>>> b=dict()
>>> b=collections.defaultdict(lambda: 7)
>>> b[4]",4,0,An exception is thrown,7,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=8,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
>>> a={""a"":1,""b"":2,""c"":3}
>>> b=dict(zip(a.values(),a.keys()))
>>> b","{'a': 1, 'b': 2, 'c': 3}",An exception is thrown,{'a': 'b': 'c': },"{1: 'a', 2: 'b', 3: 'c'}",D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=8,
Python Programming,dictionary in python,Which of the following isn't true about dictionary keys?,More than one key isn't allowed,Keys must be immutable,Keys must be integers,"When duplicate keys encountered, the last assignment wins",C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=8,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
>>> a={i: 'A' + str(i) for i in range(5)}
>>> a",An exception is thrown,"{0: 'A0', 1: 'A1', 2: 'A2', 3: 'A3', 4: 'A4'}","{0: 'A', 1: 'A', 2: 'A', 3: 'A', 4: 'A'}","{0: '0', 1: '1', 2: '2', 3: '3', 4: '4'}",B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=8,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
>>> b={}
>>> all(b)",{ },False,True,An exception is thrown,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=8,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
a={1:""A"",2:""B"",3:""C""}
print(a.get(1,4))",1,A,4,Invalid syntax for get method,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=9,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
d = {""john"":40, ""peter"":45}","""john"", 40, 45, and ""peter""","""john"" and ""peter""",40 and 45,"d = (40:""john"", 45:""peter"")",B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=9,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
>>> import collections
>>> a=collections.Counter([2,2,3,3,3,4])
>>> b=collections.Counter([2,2,3,4,4])
>>> a|b","Counter({3: 3, 2: 2, 4: 2})","Counter({2: 2, 3: 1, 4: 1})",Counter({3: 2}),Counter({4: 1}),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=9,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
numbers = {}
letters = {}
comb = {}
numbers[1] = 56
numbers[3] = 7
letters[4] = 'B'
comb['Numbers'] = numbers
comb['Letters'] = letters
print(comb)","Error, dictionary in a dictionary can't exist","Numbers': {1: 56, 3: 7}","{'Numbers': {1: 56}, 'Letters': {4: 'B'}}","{'Numbers': {1: 56, 3: 7}, 'Letters': {4: 'B'}}",D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=9,
Python Programming,python built in functions,Which built-in function is used to find the smallest item in an iterable?,min(),smallest(),minimum(),small(),A,"The correct answer is Option A: min(). 
The min() function is used to find the smallest item in an iterable, such as a list, tuple, or set. 
It takes an iterable as an argument and returns the smallest item. 
For example: 
numbers = [5, 2, 8, 1, 6]
smallest_number = min(numbers)
print(smallest_number) # Output: 1",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/,
Python Programming,python built in functions,What does the built-in function round() do in Python?,Rounds a floating-point number to the nearest integer,Returns the square of a number,Returns the absolute value of a number,Converts a number to a string,A,"The correct answer is Option A: Rounds a floating-point number to the nearest integer. 
The round() function in Python is used to round a floating-point number to the nearest integer. 
It takes one or two arguments. If given one argument, it rounds the number to the nearest integer. 
If given two arguments, it rounds the first argument to the number of decimal places specified by the second argument. 
For example: 
num1 = 3.7
num2 = 9.2
rounded_num1 = round(num1)
rounded_num2 = round(num2)
print(rounded_num1) # Output: 4
print(rounded_num2) # Output: 9",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/,
Python Programming,python built in functions,What does the built-in function max() do in Python?,Returns the largest item in an iterable,Converts a number to a string,Returns the square of a number,Returns the absolute value of a number,A,"The correct answer is Option A: Returns the largest item in an iterable. 
The max() function in Python is used to find the largest item in an iterable, such as a list, tuple, or set. 
It takes one or more arguments and returns the largest item. 
For example: 
numbers = [5, 2, 8, 1, 6]
largest_number = max(numbers)
print(largest_number) # Output: 8",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/,
Python Programming,python built in functions,Which built-in function is used to check if all elements in an iterable are true?,all(),every(),true(),check(),A,"The correct answer is Option A: all(). 
The all() function in Python is used to check if all elements in an iterable are true. 
It takes an iterable as an argument and returns True if all elements in the iterable are true, otherwise False. 
For example: 
my_list = [True, True, True]
result = all(my_list)
print(result) # Output: True",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/,
Python Programming,python built in functions,What does the built-in function enumerate() do in Python?,Returns an enumerate object that produces pairs of index and value,Converts a string to lowercase,Returns the square of a number,Returns the absolute value of a number,A,"The correct answer is Option A: Returns an enumerate object that produces pairs of index and value. 
The enumerate() function in Python is used to iterate over a sequence while keeping track of the index of each item. 
It takes an iterable as an argument and returns an enumerate object that produces tuples containing the index and value of each item in the iterable. 
For example: 
my_list = ['a', 'b', 'c']
for index, value in enumerate(my_list):
 print(index, value)
# Output:
# 0 a
# 1 b
# 2 c",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/,
Python Programming,python built in functions,Which built-in function is used to convert a value to an integer?,int(),integer(),to_int(),convert_int(),A,"The correct answer is Option A: int(). 
The int() function in Python is used to convert a value to an integer. 
It can convert a string representing a number, a float, or even another integer to an integer data type. 
For example: 
num_str = ""10""
num_float = 3.14
converted_str = int(num_str)
converted_float = int(num_float)
print(converted_str) # Output: 10
print(converted_float) # Output: 3",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/,
Python Programming,python built in functions,What does the built-in function bool() do in Python?,Converts a value to a boolean value,Converts a string to lowercase,Returns the square of a number,Returns the absolute value of a number,A,"The correct answer is Option A: Converts a value to a boolean value. 
The bool() function in Python is used to convert a value to a boolean value. 
It returns True if the value is true, and False if the value is false. 
For example: 
print(bool(0)) # Output: False
print(bool(10)) # Output: True
print(bool([])) # Output: False
print(bool([1,2])) # Output: True",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/,
Python Programming,python built in functions,Which built-in function is used to calculate the absolute value of a number?,abs(),absolute(),val_abs(),calculate_abs(),A,"The correct answer is Option A: abs(). 
The abs() function in Python is used to calculate the absolute value of a number. 
It returns the magnitude of a numeric value without regard to its sign. 
For example: 
print(abs(-5)) # Output: 5
print(abs(3.14)) # Output: 3.14",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/,
Python Programming,python built in functions,What is the purpose of the built-in function dir()?,Returns a list of attributes and methods of an object,Converts a string to lowercase,Returns the square of a number,Returns the absolute value of a number,A,"The correct answer is Option A: Returns a list of attributes and methods of an object. 
The dir() function in Python is used to return a list of attributes and methods of an object. 
When called without an argument, it returns the list of names in the current local scope. 
For example: 
my_list = [1, 2, 3]
print(dir(my_list)) # Output: ['__add__', '__class__', '__contains__', ...]",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/,
Python Programming,python built in functions,"What will be the output of the following Python function? 
any([2>8, 4>2, 1>2])",Error,True,False,4>2,B,"The any() function in Python returns True if at least one element of the iterable is true, otherwise it returns False. 
In the provided code, the list [2>8, 4>2, 1>2] contains three boolean expressions: 

 2>8 evaluates to False. 
 4>2 evaluates to True. 
 1>2 evaluates to False. 
 Since at least one of the expressions (4>2) is true, the any() function returns True.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/?page=2,
Python Programming,python built in functions,"The function divmod(a,b), where both 'a' and 'b' are integers is evaluated as:","(a%b, a//b)","(a//b, a%b)","(a//b, a*b)","(a/b, a%b)",B,"The correct answer is Option B: (a//b, a%b). 
The divmod() function in Python returns a tuple containing the quotient and remainder when dividing 'a' by 'b', where both 'a' and 'b' are integers. 
So, when evaluated, it returns (a//b, a%b), where 'a//b' represents the quotient and 'a%b' represents the remainder.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/?page=2,
Python Programming,python built in functions,What does the built-in function hex() do in Python?,Converts an integer to a hexadecimal string,Converts a string to lowercase,Returns the square of a number,Returns the absolute value of a number,A,"The correct answer is Option A: Converts an integer to a hexadecimal string. 
The hex() function in Python is used to convert an integer to a lowercase hexadecimal string. 
For example: 
print(hex(15)) # Output: '0xf'
print(hex(255)) # Output: '0xff'",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/?page=2,
Python Programming,python built in functions,"What is the output of the following code: my_list = [True, False, True] print(any(my_list))",TRUE,"[True, False, True]",FALSE,Error,A,"The any() function in Python returns True if at least one element of the iterable is true, otherwise it returns False. 
In the provided code, the list [True, False, True] contains at least one True value, so the any() function returns True.",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-python-built-in-functions/?page=2,
